# Wing Angle Data Export
# Generated on: 2025-10-08 23:11:16
# Original time range: [11.800, 12.500] seconds
# Time normalized to start from 0
# Raw forewing points: 32
# Raw hindwing points: 30
# Interpolated forewing points: 320
# Interpolated hindwing points: 300
# Columns:
# - time: Time in seconds (normalized to start from 0)
# - forewing_angle: Forewing angle in degrees
# - hindwing_angle: Hindwing angle in degrees
# - data_type: 'raw' for original data points, 'interpolated' for smoothed curve
time,forewing_angle,hindwing_angle,data_type
0.3981326321070231,,-3.3037714863605423,interpolated
0.399197147335423,38.051729400348115,,interpolated
0.3995179999999987,,-2.7919185761206506,raw
0.40019496321070136,,-3.608130264361993,interpolated
0.40105185893416895,39.353617949070355,,interpolated
0.4022572943143814,,-3.8978140118745923,interpolated
0.4029065705329149,40.596229753937,,interpolated
0.40431962541805966,,-4.174178990587944,interpolated
0.40476128213166085,41.7772652354187,,interpolated
0.4063819565217379,,-4.439489048675773,interpolated
0.4066159937304068,42.89442481398615,,interpolated
0.4078319999999991,,-4.379906757489323,raw
0.40844428762541796,,-4.695696510338988,interpolated
0.40847070532915275,43.945408910110004,,interpolated
0.4103254169278987,44.92791794426093,,interpolated
0.4105066187290962,,-4.944245716156018,interpolated
0.41218012852664465,45.83965233690962,,interpolated
0.4125689498327745,,-5.185923719208691,interpolated
0.4140348401253906,46.67831250852681,,interpolated
0.4146312809364545,,-5.421119456689801,interpolated
0.41588955172413833,47.44159887958312,,interpolated
0.4166936120401328,,-5.650113473580157,interpolated
0.4177442633228843,48.12721187054927,,interpolated
0.4187559431438128,,-5.873057762121139,interpolated
0.41959897492163023,48.73285190189587,,interpolated
0.4208182742474911,,-6.089938910045114,interpolated
0.4214536865203762,49.25610785067506,,interpolated
0.42288060535116934,,-6.300455740118988,interpolated
0.42330839811912213,49.693861097254434,,interpolated
0.4249429364548494,,-6.503875827840614,interpolated
0.4251631097178681,50.04222318761412,,interpolated
0.42700526755852763,,-6.698959039998177,interpolated
0.42701782131661403,50.2967252118185,,interpolated
0.42887253291536,50.45250805595525,,interpolated
0.4290675986622059,,-6.8838934524376,interpolated
0.43072724451410593,50.504827186074415,,interpolated
0.43112992976588593,,-7.05655043632575,interpolated
0.4325819561128519,50.449577575467764,,interpolated
0.4331922608695642,,-7.214835169475718,interpolated
0.43443666771159783,50.28332186477415,,interpolated
0.43525459197324423,,-7.356755571256483,interpolated
0.4362913793103438,50.00328254512864,,interpolated
0.4373169230769225,,-7.4804776367198675,interpolated
0.43814609090908974,49.60733291853239,,interpolated
